id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39964998,Jupiter's Garden Studio,2237459,Amanda,28806,35.57414,-82.58745,Entire home/apt,50,2,47,2/14/2021,3.07,1,76
39967545,Studio,305248767,Sweet Peas,28801,35.59656,-82.55283,Private room,113,1,1,9/14/2020,0.19,4,87
39971734,Asheville Cottage 19,174586650,Perry,28801,35.6039,-82.54681,Entire home/apt,46,30,4,12/2/2020,0.31,4,249
40024336,5 min to DT Asheville % Sparkling Clean!,478398,Heidi,28804,35.62623,-82.58293,Entire home/apt,168,3,27,2/13/2021,3.25,2,164
40030511,"Cozy, 2BR 1200 sq ft duplex in historic Montford",223842233,Donna,28801,35.60873,-82.56497,Entire home/apt,59,30,3,3/31/2020,0.2,1,60
40051281,Private Room,305248767,Sweet Peas,28801,35.59692,-82.55444,Private room,81,1,21,12/27/2020,1.61,4,88
40064516,Charming Home Close to Everything (5mi downtown),309043879,Alla & Andrey,28803,35.55762,-82.48968,Entire home/apt,117,1,73,2/7/2021,4.83,2,357
40087092,Renovated Historic Getaway Near VA Hospital+Dwtn 1,136562192,Kimberly,28805,35.58865,-82.50854,Private room,29,1,108,2/11/2021,7.33,2,154
40091044,Private & spacious family home w/hot tub in S AVL,242474849,Jennifer,28803,35.49526,-82.50326,Entire home/apt,343,2,6,12/26/2020,0.53,8,320
40126825,"charming ,cozy home with high end amenities",309671051,Franklin,28803,35.54958,-82.51543,Entire home/apt,185,2,10,12/27/2020,1.28,1,365
40132695,51-Acre Peaceful Retreat 9 Miles from Downtown,309708737,Gary,28805,35.64558,-82.47004,Entire home/apt,130,30,11,8/31/2020,0.75,1,135
40154627,"Quiet house, pet friendly, 3 miles to Haywood Rd",62193522,Martin,28806,35.54937,-82.62903,Entire home/apt,78,1,55,1/24/2021,3.64,1,81
40171393,Asheville Adventure Abode,37814007,Rebecca,28801,35.59715,-82.56804,Entire home/apt,75,1,80,1/18/2021,5.3,1,60
40175865,❉ Family Friendly  Mountain Home ❉,60828598,Diane,28704,35.47722,-82.50021,Entire home/apt,225,2,34,1/2/2021,2.33,1,8
40229587,"Craftsman style apartment, minutes to downtown.",6959830,Elizabeth,28803,35.56949,-82.54758,Entire home/apt,125,1,35,2/14/2021,2.46,1,87
40269719,Super Comfortable 1BR Apt - Backyard Forest,13976264,Michael And Rebecca,28704,35.47442,-82.49348,Entire home/apt,133,2,35,1/17/2021,2.79,2,346
40273960,Bunk Bed at Sweet Peas Hostel,305248767,Sweet Peas,28801,35.59731,-82.55288,Shared room,35,1,23,2/3/2021,1.54,4,90
40274759,Pod at Sweet Peas Hostel,305248767,Sweet Peas,28801,35.59685,-82.55437,Shared room,43,1,63,1/10/2021,4.23,4,90
40284917,West Asheville Farmland,163491126,Ian,28806,35.63821,-82.63922,Private room,50,2,8,2/9/2021,3.24,1,89
40309710,Morningside Hide-Away,143880669,Dea,28806,35.56767,-82.59731,Entire home/apt,70,2,15,12/27/2020,1.05,1,15
40311170,Serenity in W AVL stylish studio sanctuary,84075714,Jody,28806,35.56777,-82.57136,Entire home/apt,118,2,41,2/17/2021,2.96,1,155
40311573,West Avl Farmhouse Covered Deck Kitchen & Fire Pit,15086526,Smithson,28806,35.55026,-82.62789,Entire home/apt,95,2,24,2/7/2021,1.99,3,157
40323675,Last Minute Bookings Welcome. No Extra Guest Fees!,10554436,Han,28805,35.59231,-82.5348,Entire home/apt,115,2,18,2/15/2021,1.31,2,314
40371638,Magnolia Suite - North Lodge on Oakland Bed & Breakfast,9106631,David,28801,35.57588,-82.55727,Private room,180,1,1,2/10/2020,0.08,3,310
40372482,Marsh Suite - North Lodge on Oakland Bed & Breakfast,9106631,David,28801,35.57431,-82.5566,Private room,180,1,0,,,3,289
40372837,Carolina Suite - North Lodge on Oakland Bed & Breakfast,9106631,David,28801,35.57441,-82.55723,Private room,180,1,2,7/11/2020,0.26,3,304
40399536,Fairytale Stone Cottage,189080216,Jennie,28804,35.62745,-82.5997,Entire home/apt,194,2,2,3/15/2020,0.16,3,0
40508976,Ralph’s Retreat,29565491,Emma,28804,35.62977,-82.5762,Entire home/apt,95,1,83,2/7/2021,5.66,2,352
40553378,"Deerhaven Hideaway; Luxurious Convenience to Biltmore Park, Asheville, and more!",96187307,Yonder,28803,35.49499,-82.54057,Entire home/apt,520,2,1,10/11/2020,0.23,30,340
40610548,"Stunning Mountain Home - Views, Hot Tub & Fire Pit",314686830,Michelle,28704,35.46447,-82.50682,Entire home/apt,571,5,4,1/2/2021,0.56,3,0
40639820,Urban Forest Suite (Open During Crisis),14604719,Mitchell,28806,35.57083,-82.59055,Entire home/apt,79,1,174,2/16/2021,12.28,1,69
40664278,"Chic Retreat: Walk to Dining, Shops, Entertainment",149601167,TurnKey Vacation Rentals,28806,35.57895,-82.57692,Entire home/apt,83,2,3,11/27/2020,0.4,29,353
40695807,Tiny Mansion - by the woods & downtown!,243870,Stephanie,28801,35.61017,-82.55924,Entire home/apt,200,30,0,,,1,0
40698829,Asheville Home Sweet Home,314149204,Chris,28806,35.50905,-82.6114,Entire home/apt,210,2,9,12/29/2020,0.65,1,18
40700186,Private  but Central West Asheville in Nature,79691715,Myrick,28806,35.58252,-82.58844,Entire home/apt,85,1,27,2/15/2021,2.31,1,363
40740987,Bee City Bungalow - What AVL's Buzzing About!,144130422,Maria,28801,35.59679,-82.56568,Entire home/apt,152,2,44,2/16/2021,4.87,1,97
40756664,The Asheville Acorn-Tiny House,19496141,Stephen,28803,35.54933,-82.50817,Entire home/apt,65,1,70,1/24/2021,4.93,2,156
40784083,THE HIVE: Laptop Friendly Workspaces for Remote Ed,53103852,Andrea,28803,35.48984,-82.49757,Entire home/apt,294,2,46,2/13/2021,5.09,2,306
40818692,Private Entrance to Upstairs of River Arts Home,98506795,Michael,28801,35.58954,-82.56728,Entire home/apt,179,3,3,12/30/2020,0.24,2,85
40829218,"All-Suite Retreat Near Downtown, Outdoor Activities",149601167,TurnKey Vacation Rentals,28806,35.59721,-82.62451,Entire home/apt,119,2,1,11/12/2020,0.3,29,361
40829347,Designer Estate w/ Chef’s Kitchen & Home Theater,149601167,TurnKey Vacation Rentals,28704,35.46115,-82.49361,Entire home/apt,581,2,2,11/8/2020,0.32,29,341
40840139,Ground Floor Studio Apartment w/Private Entrance,56642643,Paul,28806,35.57859,-82.62929,Entire home/apt,53,1,41,2/12/2021,2.91,2,23
40840756,Driftwood by the River 3.0,116133463,Libre,28805,35.59069,-82.46689,Entire home/apt,166,2,30,1/17/2021,2.22,2,138
40946975,Beautiful Asheville tiny home get-a-way..,4506010,Candra,28806,35.57164,-82.60487,Entire home/apt,66,30,8,2/4/2021,0.6,1,212
40956152,Remodeled All-Suite Downtown Loft w/ Balcony,149601167,TurnKey Vacation Rentals,28801,35.59715,-82.55329,Entire home/apt,304,2,0,,,29,317
40956163,The Hart House: Luxurious Mountain Retreat,149601167,TurnKey Vacation Rentals,28732,35.46681,-82.46378,Entire home/apt,581,2,0,,,29,305
40986908,South Slope View,27118661,Sean,28801,35.58638,-82.5535,Entire home/apt,286,3,25,1/17/2021,2.19,1,276
40988430,"Downtown Bungalow - big house, amazing location!",79463303,Selina,28801,35.59914,-82.55807,Entire home/apt,170,3,41,1/31/2021,2.97,1,318
41044083,Paradise parkway launch pad,320665850,Helen,28803,35.5555,-82.47759,Entire home/apt,294,1,43,2/16/2021,3.09,1,339
41084882,Grand Slam; the ultimate in downtown Asheville LUXURY! Right downtown!,96187307,Yonder,28801,35.58735,-82.55007,Entire home/apt,287,2,9,1/31/2021,1.01,30,271
41093183,Happy Haven ART Studio 1 Bdrm No Cleaning Fee :),15056995,Celeste & Esiris,28806,35.5952,-82.62639,Entire home/apt,99,2,5,3/15/2020,0.39,2,111
41191198,"Year round mountain views, 1.5 miles from downtown",171471164,Martin,28804,35.62383,-82.56022,Entire home/apt,129,2,53,2/12/2021,3.92,1,39
41195186,Quaint 2-Bedroom House Overlooking the River,323089684,Kaegi Enterprises,28805,35.60331,-82.46964,Entire home/apt,145,3,17,1/31/2021,1.6,1,303
41203435,Pet Friendly Home of Gemstone Elves Nature Center,73196137,William,28805,35.57891,-82.50159,Private room,58,3,1,2/20/2020,0.08,1,305
41232108,Hominy Home in Asheville,39924380,Emily,28806,35.56378,-82.59783,Entire home/apt,170,30,0,,,1,0
41248109,"Beautiful Garden Cottage Townhome, Mountain and City Views, Centrally Located",167186184,Towns,28801,35.59595,-82.55202,Entire home/apt,352,1,19,10/30/2020,1.44,73,287
41257317,Private entry to cozy room minutes to downtown!,6659154,Jordan,28806,35.63721,-82.63351,Private room,44,1,4,1/31/2021,0.31,1,229
41257465,Mid Century Bungalow Mins to Biltmore & Downtown,16970160,Daniel,28803,35.57389,-82.54525,Entire home/apt,120,30,35,1/14/2021,2.69,2,100
41257687,"Beautiful West AVL, 10 minutes to Downtown",198187347,Jamie & Brooke,28806,35.58531,-82.63702,Entire home/apt,106,1,91,2/14/2021,6.72,1,261
41269091,Asheville Mountain Home,59538295,Jeanine,28805,35.64106,-82.47037,Entire home/apt,102,14,2,7/13/2020,0.2,2,122
41292632,Colby Loft; downtown Asheville luxury! Walkable to everything!,96187307,Yonder,28801,35.59341,-82.55499,Entire home/apt,222,2,6,10/14/2020,0.53,30,341
41292656,"Southern Gem; downtown Asheville luxury! Private deck, walkable to everything!",96187307,Yonder,28801,35.59509,-82.55467,Entire home/apt,230,2,4,1/3/2021,0.47,30,326
41313257,A Stones throw from Asheville & Weaverville,324587083,Alicia And John,28804,35.65278,-82.57944,Entire home/apt,109,2,31,1/18/2021,2.52,1,180
41315336,"Close to Downtown, Updated 1920's Era Apartment",24572986,Jaan,28801,35.60204,-82.5439,Entire home/apt,110,30,0,,,1,308
41316183,Relaxing 1 Bed 1 Bath Private Apt in Bent Creek,324617184,Jake And Jennifer,28806,35.50607,-82.60885,Entire home/apt,68,1,50,2/14/2021,3.91,1,0
41316941,Charming Cottage-Convenient and Comfortable,288906933,Angel,28803,35.55767,-82.49504,Entire home/apt,120,3,45,2/15/2021,3.65,2,197
41343517,"Great Location, Duplex B, Views, River Access,Dogs",203736164,Lindsay,28805,35.59226,-82.4687,Entire home/apt,135,3,10,10/31/2020,0.76,3,355
41369383,Newly Built Bright + Modern West Asheville Studio,2456389,Andy + Jess,28806,35.56075,-82.61025,Private room,95,2,20,1/3/2021,1.52,1,0
41399403,2 mi to Airport. 7 mi to Biltmore. 12 mi to Dwntn,146031082,Camille,28732,35.43936,-82.5261,Entire home/apt,94,1,13,11/29/2020,0.98,1,1
41399818,"New Downtown Townhome with Private Elevator, Rooftop Terrace, Mountain Views",167186184,Towns,28801,35.5885,-82.5495,Entire home/apt,295,1,25,1/3/2021,1.89,73,247
41424551,Bright & Sunny West Asheville,12602906,Kyle,28806,35.58247,-82.59356,Private room,78,1,32,1/10/2021,2.6,1,23
41430658,Blue Ridge Bungalow <10 Minutes to Downtown,24730814,Toni,28804,35.6292,-82.58986,Entire home/apt,149,2,61,2/4/2021,4.61,2,333
41452911,Modern Farmhouse Studio,31313195,Rachael,28805,35.60546,-82.50437,Entire home/apt,101,1,105,2/15/2021,8.06,1,74
41462738,Stay awhile in our FarmTique Forest Retreat,35088557,Max & Lindsey,28803,35.52847,-82.47912,Entire home/apt,178,2,27,1/24/2021,2.08,3,252
41478412,Birdsong Cottage,260442202,Dale,28806,35.58544,-82.58878,Entire home/apt,114,1,4,3/15/2020,0.32,1,16
41506320,Room with private half bath in a great location.,261995420,Adam,28803,35.57751,-82.54202,Private room,35,1,3,2/23/2020,0.24,1,66
41509293,Quaint Carriage House in Historic District,326751718,Sheri,28801,35.60489,-82.5687,Entire home/apt,399,2,9,2/15/2021,1.35,7,258
41521300,West Asheville Cottage Near Everything Asheville,267251966,Jeff,28806,35.5958,-82.59375,Entire home/apt,109,2,67,2/21/2021,7,3,123
41527065,Cozy forest studio in West Asheville,14700820,Amy,28806,35.56912,-82.59963,Entire home/apt,41,1,18,10/29/2020,1.41,1,0
41530112,Make Worry-Free Memories; Together But Apart,327105662,Anna,28806,35.5322,-82.62582,Entire home/apt,663,2,2,12/14/2020,0.25,5,283
41530116,"Social Distance! Hot Tub, Fire Pit & Pet Friendly",327105662,Anna,28806,35.53134,-82.62631,Entire home/apt,208,2,19,1/10/2021,1.44,5,0
41530119,"Minutes to Downtown! Social Distance! Fire Pit, Hot Tub & Pet Friendly",327105662,Anna,28806,35.53222,-82.62587,Entire home/apt,208,2,15,1/10/2021,1.13,5,324
41530123,Social Distance w/ Your Furry Friends; Hot Tub!,327105662,Anna,28806,35.53222,-82.62587,Entire home/apt,188,2,43,2/7/2021,3.25,5,336
41530126,"Social Distance Close to Downtown; Fire Pit, Hot Tub, Dog Friendly!",327105662,Anna,28806,35.53222,-82.62587,Entire home/apt,188,2,22,2/3/2021,2.56,5,302
41552639,"East Asheville 2 AirBNBs in 1, MtnViews, Sleeps 12",189799819,Michael&Kerrie,28803,35.55054,-82.46726,Entire home/apt,349,2,9,1/4/2021,0.77,3,228
41552896,"Stealing Home; downtown Asheville LUXURY! Asheville Tourists, breweries & more!",96187307,Yonder,28801,35.58718,-82.55287,Entire home/apt,266,2,11,1/3/2021,1.28,30,329
41584366,2 Bedrooms in West Asheville. Walk to Everything!,61537735,Adam,28806,35.57911,-82.57837,Entire home/apt,139,3,2,3/11/2020,0.16,1,167
41595531,"A true piece of Avl history, IN TOWN! 5 mins to DT",26759134,Ben,28804,35.62103,-82.56311,Entire home/apt,214,3,41,2/15/2021,3.32,1,177
41646849,Relax in our FarmTique Forest Lookout,35088557,Max & Lindsey,28803,35.52883,-82.48039,Entire home/apt,150,2,21,11/9/2020,1.64,3,29
41646999,Escape to our FarmTique Forest Suite,35088557,Max & Lindsey,28803,35.5274,-82.48038,Entire home/apt,64,2,30,1/5/2021,2.34,3,36
41717325,Asheville Town Cabin,134903005,Carolina Mornings,28804,35.62737,-82.53014,Entire home/apt,419,1,1,12/13/2020,0.43,18,235
41721808,Quiet and Cozy Home near Downtown and UNCA,329040751,Anthony And Amelia,28806,35.61175,-82.58341,Private room,81,1,22,12/6/2020,1.85,2,318
41721927,The Haven.  Have it all...luxury/comfort/location,290565134,Janet,28801,35.6032,-82.57427,Entire home/apt,168,2,28,12/13/2020,2.28,1,12
41738372,VIEWS of Downtown Asheville! Omni Grove Park area,32163305,Lisa,28804,35.631,-82.54158,Entire home/apt,344,3,2,10/12/2020,0.36,3,25
41800927,Private luxury where city & nature come together,7262993,Mike,28806,35.57259,-82.59243,Entire home/apt,164,1,127,2/15/2021,9.95,1,63
41801212,Artist’s Mtn. Retreat: 6 Mi to Downtown Asheville!,151397468,Evolve Vacation Rental,28804,35.64422,-82.51138,Entire home/apt,138,2,15,2/7/2021,1.85,19,347
41869751,Velvet Underground Asheville unique music inspired,8205914,Lauren,28805,35.60001,-82.50032,Entire home/apt,85,1,23,1/24/2021,1.87,1,179
41873804,Historic & Artistic Apt + Private Parking & Patio,176979085,Karen,28801,35.59029,-82.55096,Entire home/apt,199,2,17,1/23/2021,2.44,5,284
41944910,Serene Mountain Retreat with Game Room & New Deck,149601167,TurnKey Vacation Rentals,28805,35.63074,-82.46895,Entire home/apt,120,2,8,1/24/2021,0.7,29,351
41954277,Convenient & Quiet With Gazebo & Seasonal Hot Tub,206530712,Kim,28806,35.51681,-82.6075,Entire home/apt,132,2,31,1/18/2021,2.68,2,0
41978741,Albemarle Inn Bed & Breakfast,332301121,Fabrizio,28801,35.61433,-82.54198,Private room,150,1,8,1/31/2021,0.91,1,333
42011229,Asheville Town Mountain Hideaway 'Bear Pause',71812166,Heidi & Ricky,28804,35.6263,-82.53124,Entire home/apt,349,3,21,12/28/2020,2.75,8,150
42092425,"Minutes from West Asheville, private and cozy!!!!!",92773441,Michael,28806,35.55335,-82.62171,Entire home/apt,250,2,12,1/4/2021,1.06,1,329
42092691,*Comfy Smart Condo|10 mins to DT & Biltmore*,67969363,Jon And Emily,28803,35.5536,-82.47701,Entire home/apt,109,2,56,2/14/2021,4.46,5,346
42108869,Sophie's Retreat - In town - Pets - Mountain Views,2979198,Charles,28804,35.61366,-82.53601,Entire home/apt,193,30,1,1/27/2021,1,1,326
42110045,East West Local’s Bungalow,4285304,Camille (Cammie),28806,35.57859,-82.57447,Entire home/apt,333,30,7,12/26/2020,0.92,3,0
42115218,Dog Friendly! Entire House - Only 7min to downtown,108957180,Bonnie,28805,35.60037,-82.47272,Entire home/apt,151,1,36,2/15/2021,3.04,1,168
42116019,"Cozy Mountain Retreat -  Views, Fire Pit & Hot Tub",314686830,Michelle,28704,35.46572,-82.50697,Entire home/apt,156,2,48,2/20/2021,3.8,3,357
42174393,Cozy bungalow w/firepit 12 min from downtown AVL,14900836,Johanna,28804,35.62739,-82.61253,Entire home/apt,84,2,60,2/15/2021,5.14,2,211
42177843,Amazing Asheville Condo. TENNIS!,7975333,Lance,28803,35.50929,-82.52979,Entire home/apt,70,30,5,3/19/2020,0.42,2,132
42225770,"""Suite"" Record Room in walkable West Asheville",84074671,Lisa,28806,35.58407,-82.58821,Entire home/apt,66,1,31,2/15/2021,2.66,1,84
42270866,Cozy Bungalow near Downtown & Biltmore-East Room,304891938,Joshua,28803,35.56372,-82.52086,Private room,30,1,64,2/1/2021,5.3,3,349
42278468,Basement Bliss - Hot Tub - Fire Pit - MNT Views,9385592,Kelsey,28806,35.63593,-82.64961,Entire home/apt,90,1,3,2/1/2021,0.24,4,12
42286550,Renovated Historic Getaway Near VA Hospital+Dwtn 2,136562192,Kimberly,28805,35.58842,-82.5081,Private room,58,1,8,11/14/2020,1.08,2,153
42298029,Cozy Bungalow near Downtown & Biltmore- West Room.,304891938,Joshua,28803,35.56385,-82.52236,Private room,31,2,64,2/3/2021,5.53,3,345
42299384,Full Home Near Downtown & Biltmore. 3br/2.5ba,304891938,Joshua,28803,35.55348,-82.50984,Entire home/apt,137,2,48,2/14/2021,3.9,3,326
42305242,Howie's Hideout,122038827,Stephanie,28806,35.55772,-82.60334,Entire home/apt,225,2,31,2/15/2021,2.66,1,327
42309773,The Asheville Retreat,130485282,Matt,28806,35.62663,-82.61552,Private room,98,2,19,1/3/2021,1.65,2,179
42327054,Farm Apartment Minutes from Asheville on BRP,305733054,Susanne,28805,35.60973,-82.46577,Entire home/apt,70,2,2,2/14/2021,1.25,1,0
42330339,#6 Magnolia Room at Oakland Cottage,3736218,Mary,28801,35.57548,-82.55667,Private room,182,2,5,10/13/2020,0.65,9,346
42333820,"New South Slope Townhome, Private Elevator, Rooftop Terrace, City and Mtn. Views",167186184,Towns,28801,35.5873,-82.55223,Entire home/apt,324,1,18,12/30/2020,2.14,73,358
42363586,Quiet and Cozy Room near Downtown and UNCA,329040751,Anthony And Amelia,28806,35.61292,-82.58344,Private room,54,1,0,,,2,42
42375834,MtnArt Xscape Luxury 6 min to Asheville-TOP FLOOR,16965669,Jesse Jill,28715,35.5705,-82.65546,Entire home/apt,500,2,5,11/15/2020,0.66,4,359
42406269,New Construction Home mins from Downtown/Biltmore,53051025,Nicholas,28803,35.55512,-82.53195,Entire home/apt,77,2,64,2/15/2021,8.35,1,37
42411052,Cabin of the Pines with Hot Tub,40029182,Matthew,28805,35.64467,-82.47934,Entire home/apt,136,3,30,2/5/2021,3.47,3,132
42460297,Stunning Mountain home with incredible views,314686830,Michelle,28704,35.46382,-82.50861,Entire home/apt,300,3,6,8/16/2020,0.74,3,0
42464524,West Asheville Town Home for simple living,25297230,Robin,28806,35.57676,-82.58716,Entire home/apt,75,30,3,12/19/2020,0.45,1,59
42464593,Convenient to Asheville and Hendersonville,272917027,Ria,28732,35.42863,-82.52534,Entire home/apt,175,3,1,3/7/2020,0.09,1,339
42464783,The Blue Ridge Getaway,338109272,Annette,28805,35.60055,-82.47481,Entire home/apt,130,2,26,1/18/2021,2.23,1,175
42473705,Classy Private Suite in the West Asheville Trees,37942362,Tom,28806,35.57229,-82.59818,Private room,83,2,32,2/15/2021,2.75,2,0
42493314,Sunny Asheville Retreat- 4 miles to downtown,338388035,Jennifer,28805,35.59924,-82.5066,Entire home/apt,81,2,59,2/16/2021,5.25,1,174
42540321,Dew Drop Inn Asheville!!,338836359,Jodie,28704,35.45824,-82.5622,Entire home/apt,56,1,84,2/15/2021,7.08,2,357
42540485,2 Cottages Fully Fenced Yard for up to 13 People,15086526,Smithson,28806,35.54869,-82.6266,Entire home/apt,245,3,7,12/14/2020,0.89,3,118
42541274,"Cozy guest house, historic N. Asheville/ Pets OK",47859,James,28804,35.61484,-82.55117,Entire home/apt,67,20,5,1/2/2021,0.59,1,147
42542129,"Stunning Town Mtn Views, Moments from Hiking, Short Drive to Downtown Asheville",167186184,Towns,28804,35.64855,-82.49358,Entire home/apt,174,1,24,11/18/2020,2.66,73,316
42586570,"Great location, perfectly cozy, hospitable owners",339072576,Susan,28803,35.57573,-82.53853,Entire home/apt,254,2,13,12/31/2020,1.52,1,349
42615531,MtnArt LUXURY Asheville Only 10min to DT,16965669,Jesse Jill,28715,35.56911,-82.65327,Entire home/apt,614,1,11,1/31/2021,1.4,4,283
42642483,6 mi Dwtn & Biltmore. Newly 3 br 2 ba. Super Cute,339715199,David & Elizabeth,28803,35.54901,-82.48007,Entire home/apt,196,2,36,1/18/2021,3.17,2,163
42642675,Best of the Blue Ridge,303909632,Thomas,28704,35.47235,-82.50756,Entire home/apt,190,2,3,9/20/2020,0.55,2,293
42669657,Mountain Escape~Ski and Hot Tub Resort~The Villa,295508816,Michael,28804,35.64048,-82.51811,Entire home/apt,148,2,28,1/21/2021,3.1,3,358
42739512,Luxury 4 King BDRM/4.5 Bath 2 blks DWNTN Asheville,339683895,Alison Landers &,28801,35.60057,-82.5486,Entire home/apt,1181,3,1,11/28/2020,0.37,1,314
42757547,"S. Asheville Condo - Gym, Tennis, Pool Included!",21265399,Allison,28803,35.50945,-82.52878,Entire home/apt,80,30,0,,,2,201
42758714,Downtown Asheville Modern Retreat,112407742,Inspired,28801,35.58768,-82.55086,Entire home/apt,407,2,3,7/18/2020,0.37,3,40
42800210,Kenilworth Apartment near Downtown and Biltmore,50283148,Nick And Meredith,28803,35.58138,-82.54276,Entire home/apt,90,1,31,2/14/2021,3,1,67
42831124,Romantic Chalet in the Woods with Private Hot Tub,1657070,Xanet,28804,35.64352,-82.51896,Entire home/apt,120,2,38,2/13/2021,5.88,1,231
42856420,Getaway at The Hilltop Retreat,306621720,Zack,28704,35.48353,-82.51368,Entire home/apt,161,3,17,12/23/2020,2.37,1,162
42877994,The Art Barn,312049600,Stephen,28801,35.57552,-82.54567,Entire home/apt,279,3,25,1/2/2021,3.18,1,258
42927111,Beaver Lake Retreat,81826905,Daniel,28804,35.62677,-82.56168,Entire home/apt,90,2,27,2/15/2021,3.16,1,106
42942046,"Pisgah View Mountain Retreat: Mountain Views, Gas Fire Pit, 20 Min. to Asheville",96187307,Yonder,28806,35.58358,-82.64646,Entire home/apt,220,2,13,1/17/2021,1.52,30,346
42966700,"""Chic Retreat"" Near Biltmore and Downtown",267251966,Jeff,28806,35.52276,-82.61107,Entire home/apt,96,2,32,2/14/2021,4.05,3,175
42975839,"5 miles to Downtown Asheville, Great Location!!!",138584667,Tony And Kathy,28805,35.59918,-82.49802,Entire home/apt,125,3,12,1/18/2021,1.57,1,342
42979293,Downtown luxury Flat,47281802,Tyler,28801,35.58849,-82.54998,Entire home/apt,59,30,0,,,1,298
42980053,The Baying Hound Campground {Tent Site #6},151279507,Bobby And Amanda,28806,35.61151,-82.60368,Entire home/apt,19,1,18,11/28/2020,2.15,16,365
42980378,The Flying Gogoplata @ The Baying Hound Campground,151279507,Bobby And Amanda,28806,35.61354,-82.60378,Private room,27,1,42,1/16/2021,4.62,16,365
42981397,The Baying Hound Campground {Hammock Site},151279507,Bobby And Amanda,28806,35.61383,-82.60288,Entire home/apt,19,1,8,12/12/2020,1.02,16,362
43011004,"Townhouse, Central, Secluded, Quality Finishes",342117529,David,28801,35.60799,-82.5559,Entire home/apt,250,2,1,11/28/2020,0.37,6,86
43011653,Contemporary Apartment in Downtown Woods,342117529,David,28801,35.60736,-82.55596,Entire home/apt,140,2,1,10/24/2020,0.26,6,83
43012642,"Queen Anne/Neoclassical Style, Downtown North",342117529,David,28801,35.60709,-82.55621,Entire home/apt,140,2,7,1/7/2021,1.38,6,139
43042027,Downstairs Carriage House,5162286,Casey,28806,35.57868,-82.58645,Entire home/apt,30,30,0,,,2,0
43043089,West Asheville Artist's Sanctuary,86592503,Elizabeth,28806,35.56728,-82.59674,Entire home/apt,180,3,14,12/14/2020,1.49,2,256
43051231,Red Gate,342675366,Bridgit,28801,35.58967,-82.56577,Private room,80,2,37,2/14/2021,4.11,1,135
43052245,Bear Me the Necessities,71812166,Heidi & Ricky,28806,35.55849,-82.6039,Entire home/apt,299,3,10,11/28/2020,1.69,8,18
43056604,DownTown Duplex West Asheville Getaway Newly Done!,162161772,Dave & Stephanie,28806,35.57704,-82.58296,Entire home/apt,121,30,4,1/3/2021,0.85,2,279
43085537,Blue Ridge Escape close to Downtown,299434296,Amanda,28803,35.56118,-82.47912,Entire home/apt,86,1,46,2/15/2021,5.21,1,168
43087424,River-View Deck & Hot Tub! Minutes to Downtown,149601167,TurnKey Vacation Rentals,28804,35.62624,-82.59868,Entire home/apt,133,2,24,2/7/2021,3.1,29,218
43123763,"Views, Mins from Downtown Asheville, Firepit",246993350,Barry & Sherry,28715,35.51044,-82.66147,Entire home/apt,107,2,32,2/7/2021,4.42,6,337
43124217,"Views, Mins from Downtown Asheville, Firepit",246993350,Barry & Sherry,28715,35.50888,-82.66292,Entire home/apt,99,2,24,2/15/2021,3.44,6,345
43133469,Secluded Escape Near Downtown & Biltmore Fun,149601167,TurnKey Vacation Rentals,28806,35.55294,-82.61353,Entire home/apt,154,2,8,2/4/2021,1.07,29,0
43140129,Pet Friendly Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1001,343440528,Arras,28801,35.59444,-82.55338,Entire home/apt,182,1,13,2/7/2021,1.79,9,330
43140131,Luxury Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1002,343440528,Arras,28801,35.59615,-82.55321,Entire home/apt,232,1,22,2/15/2021,2.73,9,316
43140136,Pet-Friendly Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1003,343440528,Arras,28801,35.59428,-82.55294,Entire home/apt,182,1,9,2/15/2021,1.14,9,338
43140142,Luxury Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1005,343440528,Arras,28801,35.59604,-82.55102,Entire home/apt,182,1,16,12/31/2020,2.05,9,330
43140149,Luxury Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1006,343440528,Arras,28801,35.59596,-82.55308,Entire home/apt,182,1,13,2/15/2021,1.81,9,312
43140161,Pet Friendly Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1007,343440528,Arras,28801,35.59437,-82.55299,Entire home/apt,232,1,13,2/15/2021,1.77,9,303
43140162,Pet Friendly Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1008,343440528,Arras,28801,35.59503,-82.55147,Entire home/apt,182,1,5,2/15/2021,0.68,9,343
43140167,Pet-Friendly Downtown Asheville Condo with Mountain Views at Arras Residences Unit 1010,343440528,Arras,28801,35.59573,-82.55106,Entire home/apt,182,1,17,2/16/2021,2.25,9,339
43221206,"Butterfly Cottage, Riceville",11100294,Jane,28805,35.62667,-82.47135,Entire home/apt,51,29,3,11/15/2020,0.44,2,267
43256573,Modern Cabin Retreat,266195,Amanda,28806,35.56795,-82.61205,Entire home/apt,92,2,9,1/25/2021,1.45,1,228
